BHK,Rent,Size,Area Type,City,Furnishing Status,Tenant Preferred,Bathroom,Current Floor,Total Floors
1,9000,450,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,2.0,4.0
1,9000,550,Carpet Area,Kolkata,Semi-Furnished,Bachelors,1,2.0,4.0
2,10000,300,Carpet Area,Kolkata,Unfurnished,Bachelors,1,2.0,4.0
3,15000,1250,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,2,2.0,4.0
2,7000,700,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,2.0,3.0
3,8000,812,Super Area,Kolkata,Unfurnished,Bachelors/Family,2,2.0,4.0
2,8000,550,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,2.0,4.0
1,5000,500,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,1,2.0,4.0
1,14000,320,Carpet Area,Kolkata,Furnished,Bachelors,1,1.0,2.0
2,5000,600,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,2.0,4.0
2,5000,420,Carpet Area,Kolkata,Unfurnished,Bachelors,1,2.0,4.0
3,12000,1100,Super Area,Kolkata,Unfurnished,Bachelors,1,2.0,4.0
1,3200,220,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,3.0,4.0
2,8500,700,Carpet Area,Kolkata,Semi-Furnished,Bachelors/Family,2,2.0,4.0
3,16000,1200,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,2,2.0,4.0
2,14000,800,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,2,2.0,4.0
1,8000,300,Carpet Area,Kolkata,Furnished,Bachelors,1,2.0,4.0
2,7000,650,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,2.0,4.0
1,8000,600,Super Area,Kolkata,Furnished,Bachelors/Family,1,1.0,2.0
1,3000,350,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,2.0,4.0
1,3800,500,Carpet Area,Kolkata,Unfurnished,Bachelors,1,1.0,3.0
1,6500,400,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,1.0,1.0
3,20000,1750,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,3,2.0,4.0
3,30000,1600,Super Area,Kolkata,Unfurnished,Bachelors/Family,2,3.0,3.0
1,8000,300,Carpet Area,Kolkata,Semi-Furnished,Bachelors/Family,1,2.0,4.0
2,14000,1100,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,2,1.0,3.0
2,7200,830,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,2.0,4.0
2,7000,600,Carpet Area,Kolkata,Semi-Furnished,Bachelors/Family,2,2.0,4.0
1,7000,500,Super Area,Kolkata,Unfurnished,Bachelors,2,1.0,2.0
2,7500,900,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,1.0,2.0
2,8500,1250,Carpet Area,Kolkata,Unfurnished,Family,2,2.0,4.0
2,12000,700,Carpet Area,Kolkata,Unfurnished,Bachelors,1,2.0,4.0
1,8500,850,Carpet Area,Kolkata,Unfurnished,Bachelors,2,2.0,4.0
2,9500,550,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,2.0,4.0
2,7500,550,Carpet Area,Kolkata,Furnished,Bachelors/Family,2,2.0,4.0
2,12000,1200,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,2.0,4.0
3,20000,1100,Carpet Area,Kolkata,Unfurnished,Bachelors,2,2.0,4.0
2,8500,650,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,1,2.0,4.0
3,20000,1050,Carpet Area,Kolkata,Unfurnished,Bachelors,2,2.0,4.0
2,6000,960,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,2,2.0,4.0
2,5500,650,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,2,1.0,1.0
1,7000,550,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,1,2.0,4.0
2,7000,500,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,2,2.0,4.0
1,6500,450,Super Area,Kolkata,Unfurnished,Family,1,3.0,4.0
2,10000,850,Super Area,Kolkata,Unfurnished,Bachelors,2,1.0,2.0
1,5200,300,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,2.0,4.0
2,13000,1000,Carpet Area,Kolkata,Semi-Furnished,Bachelors/Family,3,1.0,2.0
2,7000,500,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,1.0,3.0
2,12000,756,Carpet Area,Kolkata,Semi-Furnished,Bachelors/Family,1,2.0,4.0
1,15000,1000,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,2.0,3.0
1,5000,150,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,1.0,2.0
1,8000,800,Carpet Area,Kolkata,Unfurnished,Bachelors,1,2.0,4.0
2,8000,700,Super Area,Kolkata,Unfurnished,Bachelors,2,2.0,3.0
1,5000,420,Super Area,Kolkata,Unfurnished,Bachelors,1,3.0,3.0
2,10000,800,Super Area,Kolkata,Unfurnished,Bachelors,1,2.0,4.0
2,12000,288,Carpet Area,Kolkata,Unfurnished,Bachelors,1,2.0,3.0
2,8000,900,Super Area,Kolkata,Unfurnished,Bachelors/Family,2,2.0,4.0
2,21000,850,Carpet Area,Kolkata,Unfurnished,Bachelors,2,1.0,1.0
1,5000,350,Carpet Area,Kolkata,Unfurnished,Bachelors,1,1.0,1.0
2,9000,600,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,2.0,4.0
2,8000,1600,Carpet Area,Kolkata,Semi-Furnished,Bachelors,1,2.0,4.0
2,7000,986,Carpet Area,Kolkata,Unfurnished,Bachelors,1,2.0,3.0
3,35000,1330,Carpet Area,Kolkata,Unfurnished,Bachelors,2,1.0,3.0
3,15000,1300,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,2,2.0,4.0
2,6200,800,Carpet Area,Kolkata,Unfurnished,Bachelors,1,2.0,4.0
2,9900,800,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,1.0,4.0
2,7000,850,Super Area,Kolkata,Unfurnished,Bachelors,1,2.0,4.0
1,5000,322,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,1.0,3.0
2,6500,800,Carpet Area,Kolkata,Furnished,Bachelors/Family,1,2.0,4.0
4,40000,1500,Carpet Area,Kolkata,Unfurnished,Bachelors,2,2.0,4.0
3,40000,3500,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,2,1.0,2.0
2,12000,957,Carpet Area,Kolkata,Furnished,Bachelors,2,1.0,2.0
1,6500,850,Carpet Area,Kolkata,Unfurnished,Bachelors,1,1.0,3.0
2,10000,900,Carpet Area,Kolkata,Unfurnished,Bachelors,2,2.0,4.0
2,15000,600,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,1,2.0,4.0
1,5000,350,Carpet Area,Kolkata,Semi-Furnished,Bachelors/Family,1,2.0,4.0
2,7000,800,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,2.0,4.0
2,6000,320,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,1.0,2.0
3,15000,800,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,2.0,4.0
2,10000,700,Carpet Area,Kolkata,Semi-Furnished,Bachelors,2,1.0,1.0
2,22000,1200,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,2,1.0,2.0
2,8500,750,Carpet Area,Kolkata,Semi-Furnished,Bachelors/Family,1,1.0,2.0
3,35000,1200,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,3,2.0,4.0
2,7000,450,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,2.0,4.0
3,8500,1430,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,1,2.0,4.0
2,6000,450,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,1.0,3.0
4,35000,800,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,3,2.0,4.0
1,6000,400,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,1.0,2.0
2,8000,650,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,1.0,2.0
1,5000,450,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,1.0,2.0
2,6000,600,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,2.0,4.0
3,15000,1200,Carpet Area,Kolkata,Unfurnished,Family,2,1.0,3.0
2,9000,700,Carpet Area,Kolkata,Unfurnished,Bachelors,1,3.0,3.0
1,5000,300,Carpet Area,Kolkata,Unfurnished,Bachelors,1,2.0,4.0
3,8000,1200,Super Area,Kolkata,Unfurnished,Bachelors/Family,3,1.0,4.0
3,35000,1300,Carpet Area,Kolkata,Unfurnished,Bachelors,2,2.0,4.0
1,5500,400,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,2.0,4.0
3,35000,1320,Carpet Area,Kolkata,Unfurnished,Bachelors,2,2.0,4.0
2,11000,1000,Super Area,Kolkata,Furnished,Bachelors/Family,2,2.0,4.0
2,10000,700,Carpet Area,Kolkata,Unfurnished,Bachelors,1,1.0,2.0
2,6500,800,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,2,2.0,4.0
2,6000,900,Super Area,Kolkata,Furnished,Bachelors/Family,1,2.0,4.0
3,36125,1700,Super Area,Kolkata,Unfurnished,Bachelors/Family,2,2.0,4.0
2,6800,600,Carpet Area,Kolkata,Unfurnished,Bachelors,1,2.0,4.0
2,8500,850,Carpet Area,Kolkata,Unfurnished,Family,2,1.0,2.0
2,5000,550,Carpet Area,Kolkata,Unfurnished,Bachelors,1,1.0,3.0
1,6500,650,Carpet Area,Kolkata,Furnished,Bachelors/Family,1,2.0,4.0
1,6500,800,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,2.0,4.0
2,4500,475,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,2.0,4.0
1,6000,200,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,2.0,4.0
1,10000,400,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,2.0,4.0
1,12000,500,Super Area,Kolkata,Furnished,Bachelors/Family,1,2.0,4.0
2,12000,550,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,2.0,3.0
2,12000,800,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,1.0,2.0
2,9000,1000,Super Area,Kolkata,Furnished,Bachelors/Family,2,2.0,3.0
1,5000,400,Carpet Area,Kolkata,Semi-Furnished,Bachelors,1,2.0,4.0
1,6000,300,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,1.0,2.0
2,5500,450,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,1.0,1.0
2,5500,450,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,1.0,2.0
2,8500,1100,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,2,2.0,4.0
1,5000,450,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,2.0,2.0
2,23000,1100,Carpet Area,Kolkata,Unfurnished,Bachelors,2,2.0,4.0
2,5500,650,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,2.0,2.0
2,8500,780,Carpet Area,Kolkata,Unfurnished,Bachelors,1,2.0,4.0
3,22000,1100,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,2,2.0,4.0
1,5500,800,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,2.0,3.0
1,7000,500,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,2,2.0,4.0
1,5000,400,Carpet Area,Kolkata,Unfurnished,Bachelors,1,3.0,5.0
1,5000,450,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,1.0,1.0
2,6500,550,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,2.0,4.0
2,8000,600,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,1.0,2.0
1,5500,200,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,1.0,3.0
2,6000,500,Carpet Area,Kolkata,Semi-Furnished,Bachelors/Family,1,1.0,2.0
1,5500,450,Carpet Area,Kolkata,Unfurnished,Bachelors,1,2.0,4.0
2,10000,1050,Super Area,Kolkata,Unfurnished,Bachelors/Family,2,2.0,4.0
3,10000,1000,Carpet Area,Kolkata,Unfurnished,Bachelors,2,2.0,5.0
2,10000,1200,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,2,2.0,4.0
3,12000,1100,Super Area,Kolkata,Semi-Furnished,Family,2,1.0,1.0
1,5200,220,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,2.0,4.0
1,4000,350,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,1.0,1.0
3,30000,1100,Carpet Area,Kolkata,Unfurnished,Bachelors,1,2.0,4.0
2,5146,800,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,2.0,4.0
2,12000,950,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,2.0,4.0
3,7000,1200,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,2.0,4.0
2,8500,700,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,1,2.0,4.0
1,7000,500,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,1.0,3.0
2,9500,570,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,2.0,4.0
2,8000,650,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,2.0,3.0
3,15000,1200,Super Area,Kolkata,Unfurnished,Bachelors/Family,3,1.0,2.0
5,22500,960,Super Area,Kolkata,Unfurnished,Bachelors/Family,2,2.0,4.0
2,12500,1250,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,2,1.0,2.0
3,34000,120,Super Area,Kolkata,Furnished,Bachelors/Family,2,2.0,5.0
3,14000,950,Carpet Area,Kolkata,Semi-Furnished,Bachelors/Family,2,1.0,2.0
1,9500,600,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,1.0,2.0
2,7000,750,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,2.0,2.0
3,20000,1200,Super Area,Kolkata,Unfurnished,Bachelors/Family,2,3.0,3.0
1,6500,400,Carpet Area,Kolkata,Semi-Furnished,Bachelors/Family,1,2.0,4.0
1,7500,600,Carpet Area,Kolkata,Furnished,Bachelors/Family,1,2.0,4.0
2,6500,700,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,2.0,4.0
2,9500,850,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,1,2.0,4.0
1,1800,500,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,1,2.0,4.0
2,7500,650,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,2.0,4.0
2,10000,800,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,2,2.0,4.0
3,15000,830,Super Area,Kolkata,Unfurnished,Bachelors/Family,2,3.0,4.0
2,7000,600,Super Area,Kolkata,Unfurnished,Bachelors,1,2.0,4.0
2,6000,800,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,1.0,2.0
2,14000,1200,Super Area,Kolkata,Semi-Furnished,Family,2,2.0,4.0
2,22000,1000,Super Area,Kolkata,Furnished,Bachelors/Family,2,2.0,4.0
2,18000,750,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,2,2.0,4.0
2,10000,800,Carpet Area,Kolkata,Unfurnished,Bachelors,2,2.0,4.0
2,6000,1200,Super Area,Kolkata,Unfurnished,Bachelors/Family,2,2.0,4.0
2,10000,750,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,4.0,4.0
3,10000,1500,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,2,11.0,19.0
1,5000,300,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,1.0,3.0
3,10000,800,Carpet Area,Kolkata,Unfurnished,Bachelors,1,2.0,4.0
2,7000,450,Super Area,Kolkata,Unfurnished,Bachelors/Family,2,2.0,4.0
4,10000,1200,Super Area,Kolkata,Furnished,Bachelors/Family,2,5.0,10.0
2,6000,500,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,2,11.0,14.0
2,18000,900,Carpet Area,Kolkata,Semi-Furnished,Bachelors/Family,2,2.0,4.0
2,8000,460,Carpet Area,Kolkata,Unfurnished,Bachelors,1,2.0,4.0
2,8000,530,Super Area,Kolkata,Semi-Furnished,Family,1,2.0,3.0
2,13000,650,Carpet Area,Kolkata,Semi-Furnished,Bachelors/Family,2,2.0,4.0
2,20000,700,Carpet Area,Kolkata,Semi-Furnished,Bachelors,2,2.0,4.0
2,6000,400,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,2.0,3.0
2,12000,1000,Super Area,Kolkata,Unfurnished,Bachelors/Family,2,2.0,4.0
1,10000,400,Carpet Area,Kolkata,Semi-Furnished,Bachelors,1,2.0,4.0
2,14000,700,Carpet Area,Kolkata,Unfurnished,Bachelors,2,2.0,4.0
2,10000,850,Carpet Area,Kolkata,Semi-Furnished,Bachelors,2,1.0,4.0
2,10500,558,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,2,3.0,3.0
2,6000,800,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,3.0,4.0
2,12000,900,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,2,1.0,2.0
3,14000,1600,Super Area,Kolkata,Furnished,Bachelors/Family,2,1.0,3.0
1,3700,150,Carpet Area,Kolkata,Unfurnished,Bachelors,1,1.0,5.0
3,40000,1600,Carpet Area,Kolkata,Unfurnished,Bachelors,2,2.0,4.0
3,25000,1000,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,2.0,4.0
1,2200,700,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,1.0,3.0
1,3300,175,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,2.0,4.0
1,5000,450,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,1,2.0,4.0
3,60000,1700,Carpet Area,Kolkata,Semi-Furnished,Bachelors,3,1.0,3.0
2,6000,425,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,2.0,3.0
3,7000,900,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,3,1.0,2.0
1,5000,400,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,4.0,4.0
2,11000,600,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,2.0,4.0
2,10000,721,Super Area,Kolkata,Furnished,Bachelors/Family,2,3.0,4.0
3,22000,1150,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,2,1.0,2.0
3,65000,2210,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,3,2.0,4.0
2,7500,675,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,2.0,4.0
2,45000,1320,Super Area,Kolkata,Furnished,Bachelors/Family,2,2.0,4.0
1,5000,250,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,2.0,4.0
2,12000,720,Super Area,Kolkata,Unfurnished,Bachelors,2,2.0,4.0
5,25000,1880,Carpet Area,Kolkata,Unfurnished,Bachelors,2,2.0,2.0
3,18000,850,Carpet Area,Kolkata,Semi-Furnished,Bachelors/Family,3,1.0,1.0
2,25000,1050,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,2,1.0,1.0
1,25000,320,Super Area,Mumbai,Semi-Furnished,Bachelors/Family,1,2.0,7.0
2,70000,750,Carpet Area,Mumbai,Furnished,Bachelors/Family,2,4.0,10.0
1,45000,450,Carpet Area,Mumbai,Furnished,Bachelors/Family,1,7.0,10.0
3,75000,1100,Carpet Area,Mumbai,Unfurnished,Family,3,2.0,13.0
1,14000,640,Super Area,Mumbai,Furnished,Bachelors/Family,1,6.0,7.0
1,60000,650,Super Area,Mumbai,Unfurnished,Bachelors,1,4.0,7.0
2,160000,800,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,14.0,14.0
4,300000,1600,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,5,43.0,78.0
1,22000,460,Super Area,Mumbai,Unfurnished,Bachelors/Family,1,2.0,8.0
4,130000,1650,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,4,13.0,18.0
1,33000,480,Carpet Area,Mumbai,Semi-Furnished,Bachelors,2,2.0,4.0
1,32000,500,Carpet Area,Mumbai,Furnished,Bachelors,2,1.0,4.0
1,30000,490,Carpet Area,Mumbai,Semi-Furnished,Bachelors,2,2.0,4.0
1,49000,620,Super Area,Mumbai,Furnished,Bachelors/Family,1,2.0,3.0
2,28000,518,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,5.0,12.0
2,33500,700,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,4.0,7.0
2,85000,777,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,18.0,24.0
2,35000,650,Carpet Area,Mumbai,Unfurnished,Family,2,6.0,7.0
3,270000,1800,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,4,3.0,7.0
5,400000,2308,Carpet Area,Mumbai,Furnished,Family,5,17.0,31.0
1,21000,425,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,11.0,21.0
2,150000,890,Carpet Area,Mumbai,Unfurnished,Bachelors,2,7.0,19.0
1,22000,270,Super Area,Mumbai,Unfurnished,Bachelors/Family,1,14.0,23.0
2,100000,850,Carpet Area,Mumbai,Semi-Furnished,Bachelors,2,4.0,7.0
2,60000,888,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,9.0,20.0
2,8000,650,Carpet Area,Mumbai,Semi-Furnished,Family,2,2.0,4.0
1,20000,275,Carpet Area,Mumbai,Unfurnished,Bachelors,1,19.0,24.0
2,20000,700,Carpet Area,Mumbai,Semi-Furnished,Family,2,3.0,21.0
1,25000,375,Super Area,Mumbai,Unfurnished,Bachelors/Family,1,1.0,22.0
1,14000,424,Super Area,Mumbai,Semi-Furnished,Bachelors/Family,1,3.0,7.0
1,19411,400,Super Area,Mumbai,Furnished,Bachelors/Family,2,8.0,8.0
1,23000,450,Carpet Area,Mumbai,Furnished,Bachelors/Family,1,6.0,12.0
4,190000,2079,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,5,4.0,58.0
2,32000,586,Super Area,Mumbai,Semi-Furnished,Bachelors/Family,1,2.0,4.0
2,68000,610,Carpet Area,Mumbai,Furnished,Bachelors/Family,2,1.0,5.0
1,30000,488,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,2.0,4.0
3,110000,1200,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,3,60.0,66.0
2,44000,722,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,34.0,48.0
1,20000,450,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,1,5.0,8.0
1,25000,500,Super Area,Mumbai,Semi-Furnished,Bachelors/Family,2,2.0,8.0
2,40000,680,Carpet Area,Mumbai,Furnished,Bachelors,2,5.0,14.0
2,43000,1150,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,14.0,40.0
2,44000,830,Carpet Area,Mumbai,Furnished,Bachelors,2,2.0,2.0
1,75000,550,Carpet Area,Mumbai,Furnished,Bachelors/Family,1,5.0,7.0
1,32000,470,Carpet Area,Mumbai,Semi-Furnished,Family,2,6.0,7.0
1,16000,410,Carpet Area,Mumbai,Semi-Furnished,Family,2,9.0,22.0
2,65000,710,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,11.0,14.0
2,45000,750,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,12.0,18.0
2,57000,800,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,6.0,7.0
1,27000,435,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,3.0,7.0
1,57000,500,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,1,26.0,44.0
2,55000,800,Carpet Area,Mumbai,Furnished,Bachelors/Family,2,1.0,8.0
1,40000,540,Carpet Area,Mumbai,Semi-Furnished,Family,2,2.0,4.0
2,95000,1050,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,25.0,42.0
2,85000,700,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,25.0,41.0
4,300000,1600,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,4,53.0,78.0
2,80000,600,Carpet Area,Mumbai,Furnished,Bachelors/Family,1,2.0,5.0
1,13000,300,Super Area,Mumbai,Unfurnished,Bachelors/Family,2,2.0,4.0
1,28000,550,Carpet Area,Mumbai,Unfurnished,Bachelors,2,3.0,4.0
3,89000,932,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,3,14.0,20.0
1,28000,450,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,13.0,20.0
2,13000,600,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,2.0,4.0
1,24000,424,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,16.0,23.0
2,38000,560,Carpet Area,Mumbai,Furnished,Bachelors,2,2.0,4.0
1,32000,450,Carpet Area,Mumbai,Unfurnished,Bachelors,2,10.0,18.0
4,350000,3000,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,5,39.0,60.0
1,40000,600,Carpet Area,Mumbai,Furnished,Family,2,3.0,7.0
3,150000,1400,Carpet Area,Mumbai,Furnished,Bachelors,3,16.0,21.0
2,45000,630,Carpet Area,Mumbai,Unfurnished,Bachelors,2,10.0,32.0
3,170000,1400,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,3,4.0,8.0
1,30000,320,Super Area,Mumbai,Furnished,Family,1,12.0,24.0
2,210000,1000,Carpet Area,Mumbai,Unfurnished,Bachelors,2,4.0,8.0
3,75000,1150,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,3,32.0,41.0
2,47000,751,Carpet Area,Mumbai,Semi-Furnished,Family,2,3.0,30.0
2,14000,570,Carpet Area,Mumbai,Furnished,Family,2,4.0,7.0
2,55000,696,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,13.0,21.0
4,120000,1600,Carpet Area,Mumbai,Unfurnished,Family,4,9.0,29.0
3,300000,2500,Carpet Area,Mumbai,Semi-Furnished,Bachelors,3,47.0,89.0
3,70000,1150,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,3,7.0,41.0
3,150000,1500,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,4,7.0,10.0
3,62000,950,Carpet Area,Mumbai,Furnished,Bachelors/Family,3,6.0,7.0
2,42000,750,Carpet Area,Mumbai,Unfurnished,Bachelors,2,11.0,21.0
2,130000,715,Carpet Area,Mumbai,Furnished,Bachelors/Family,2,5.0,10.0
3,170000,1337,Carpet Area,Mumbai,Furnished,Bachelors/Family,3,28.0,30.0
3,20000,737,Carpet Area,Mumbai,Semi-Furnished,Bachelors,3,13.0,15.0
2,41000,750,Carpet Area,Mumbai,Unfurnished,Bachelors,2,6.0,21.0
2,65000,760,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,4.0,7.0
2,50000,750,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,8.0,16.0
2,85000,650,Carpet Area,Mumbai,Semi-Furnished,Bachelors,2,2.0,6.0
2,50000,1000,Super Area,Mumbai,Semi-Furnished,Bachelors/Family,2,4.0,7.0
1,30000,570,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,1,2.0,4.0
2,120000,900,Carpet Area,Mumbai,Semi-Furnished,Family,2,5.0,19.0
2,60000,760,Carpet Area,Mumbai,Unfurnished,Family,2,3.0,11.0
3,110000,1500,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,4,17.0,42.0
3,84500,1150,Carpet Area,Mumbai,Unfurnished,Family,3,10.0,12.0
3,80000,1100,Carpet Area,Mumbai,Semi-Furnished,Family,3,8.0,28.0
3,50000,1000,Carpet Area,Mumbai,Furnished,Bachelors/Family,3,9.0,15.0
2,40000,720,Carpet Area,Mumbai,Unfurnished,Bachelors,2,14.0,22.0
1,34000,365,Carpet Area,Mumbai,Furnished,Family,1,18.0,40.0
