BHK,Rent,Size,City,Bathroom,Area Type_Carpet Area,Area Type_Super Area,Tenant Preferred_Bachelors/Family,Tenant Preferred_Family,Furnishing Status_Semi-Furnished,Furnishing Status_Unfurnished,Floor Number,Total Floors
2,35000,800,0,1,1,0,1,0,1,0,9,10
2,16000,800,0,1,1,0,1,0,1,0,1,4
4,130000,4341,0,4,1,0,1,0,1,0,9,15
2,35000,1300,0,2,0,1,1,0,1,0,3,5
1,10000,400,0,1,1,0,1,0,1,0,2,2
2,12000,800,0,2,0,1,1,0,0,1,1,3
2,10500,1000,0,1,0,1,1,0,0,1,0,3
1,8000,400,0,1,0,1,1,0,1,0,1,5
2,15000,1100,0,2,1,0,0,0,1,0,0,5
2,25000,1200,0,2,1,0,1,0,1,0,4,4
2,9000,600,0,2,0,1,1,0,1,0,1,2
2,30000,1700,0,2,0,1,1,0,1,0,0,3
2,22000,846,0,2,1,0,1,0,1,0,2,4
2,14000,1100,0,2,0,1,1,0,0,1,1,3
2,12000,700,0,1,1,0,0,1,1,0,1,2
2,10000,110,0,2,1,0,1,0,0,1,1,1
3,25000,900,0,3,0,1,1,0,1,0,0,1
1,25000,420,0,1,1,0,0,0,1,0,17,18
2,16000,800,0,2,0,1,1,0,1,0,1,4
3,60000,1500,0,3,1,0,0,0,1,0,3,4
1,7000,900,0,1,0,1,1,0,1,0,3,4
3,21000,1600,0,3,0,1,1,0,1,0,1,4
4,250000,5700,0,4,1,0,1,0,1,0,24,25
1,19000,625,0,1,1,0,0,0,0,1,2,4
4,42500,1760,0,3,1,0,1,0,0,1,1,4
2,11000,600,0,1,0,1,0,0,0,0,0,3
2,18000,1200,0,2,0,1,1,0,1,0,3,4
1,4300,300,0,1,0,1,1,0,0,1,2,4
2,9000,900,0,1,0,1,0,1,0,0,2,4
1,7000,450,0,1,0,1,1,0,1,0,1,2
2,15000,1050,0,2,1,0,0,1,1,0,2,2
1,4800,580,0,1,0,1,1,0,1,0,0,1
2,15000,600,0,2,1,0,0,0,0,1,0,3
1,18000,550,0,1,1,0,1,0,1,0,3,6
2,22500,1115,0,2,0,1,1,0,1,0,1,4
1,9500,300,0,1,1,0,1,0,1,0,2,3
2,12000,1200,0,2,1,0,1,0,1,0,1,3
1,9000,900,0,1,1,0,0,0,1,0,3,5
3,25000,1400,0,3,0,1,1,0,1,0,1,7
1,9000,400,0,1,0,1,1,0,1,0,1,3
2,11000,900,0,1,0,1,1,0,1,0,3,4
1,12500,500,0,1,0,1,1,0,1,0,0,3
3,21000,1360,0,2,0,1,1,0,1,0,1,4
3,17681,1110,0,2,0,1,1,0,1,0,3,5
3,28000,2400,0,3,0,1,1,0,1,0,3,4
3,30000,1700,0,3,1,0,1,0,1,0,19,26
2,25000,980,0,2,0,1,1,0,0,0,17,19
2,13000,600,0,2,0,1,1,0,1,0,1,2
2,8000,200,0,2,1,0,1,0,0,0,2,2
3,35000,1300,0,2,1,0,1,0,1,0,3,4
1,8000,750,0,1,0,1,1,0,0,1,0,3
2,10000,850,0,2,0,1,1,0,0,1,2,4
1,11500,600,0,1,0,1,1,0,1,0,3,4
4,140000,3100,0,4,0,1,1,0,1,0,9,22
2,6000,660,0,1,0,1,0,0,0,1,2,3
2,11000,600,0,1,1,0,1,0,1,0,1,3
1,4000,250,0,1,0,1,1,0,0,1,2,3
2,14000,1200,0,2,0,1,1,0,0,1,0,2
2,24000,630,0,2,1,0,1,0,1,0,2,5
2,11000,840,0,1,0,1,1,0,1,0,1,3
2,10000,500,0,1,1,0,1,0,0,1,0,4
3,62000,1680,0,3,1,0,0,0,1,0,4,15
2,12000,775,0,1,1,0,1,0,1,0,2,3
2,18000,1000,0,2,0,1,1,0,1,0,3,4
2,17500,900,0,2,0,1,1,0,1,0,0,2
1,6500,500,0,1,0,1,1,0,1,0,2,5
1,16000,550,0,1,1,0,1,0,1,0,2,5
3,30000,1250,0,3,1,0,0,0,1,0,15,18
2,28000,850,0,2,1,0,1,0,1,0,2,6
1,6500,150,0,1,0,1,1,0,1,0,1,2
1,9000,445,0,1,1,0,1,0,1,0,1,3
2,8500,500,0,2,1,0,1,0,1,0,2,3
2,20000,750,0,2,1,0,1,0,1,0,2,3
3,26000,2000,0,2,1,0,1,0,1,0,1,2
1,8000,500,0,1,0,1,1,0,1,0,1,3
1,8500,730,0,1,0,1,1,0,1,0,2,4
2,12500,750,0,2,0,1,1,0,1,0,1,4
1,8000,600,0,1,0,1,1,0,1,0,3,4
3,52000,2710,0,3,0,1,0,0,1,0,4,7
2,18000,1190,0,2,1,0,0,0,1,0,3,4
1,15000,435,0,1,1,0,1,0,1,0,2,5
2,12000,750,0,2,0,1,1,0,0,1,1,3
3,100000,1800,0,3,1,0,1,0,1,0,2,4
1,6000,1200,0,1,1,0,0,0,0,0,3,5
2,12000,600,0,1,0,1,1,0,1,0,2,3
1,6500,450,0,1,0,1,1,0,0,1,2,2
3,13500,1100,0,3,0,1,0,1,0,1,3,5
1,10000,700,0,1,0,1,0,0,0,1,1,1
2,8500,650,0,2,1,0,0,1,0,0,8,8
3,32000,1768,0,3,0,1,0,1,1,0,8,13
3,42000,1600,0,3,1,0,0,1,1,0,3,5
1,7500,400,0,1,0,1,1,0,1,0,2,4
2,16000,1200,0,2,0,1,1,0,1,0,1,4
1,5000,500,0,1,0,1,1,0,1,0,2,4
2,14000,700,0,2,0,1,1,0,0,1,1,2
4,60000,2500,0,4,0,1,0,1,1,0,1,2
1,8500,500,0,1,0,1,1,0,1,0,2,4
1,10000,500,0,1,1,0,1,0,1,0,0,3
1,8500,500,0,1,0,1,0,0,1,0,1,2
2,15000,1280,0,2,1,0,1,0,0,1,0,5
2,9500,200,0,1,1,0,1,0,1,0,0,2
2,25000,750,0,2,1,0,1,0,0,1,4,5
2,14000,900,0,2,0,1,1,0,1,0,2,3
3,20000,1200,0,2,0,1,1,0,1,0,0,2
1,10000,800,0,1,0,1,1,0,0,1,1,1
2,10000,500,0,1,1,0,0,0,0,1,2,4
2,13000,1000,0,2,0,1,1,0,1,0,0,3
2,13000,850,0,2,1,0,0,1,1,0,0,2
2,24000,900,0,2,1,0,1,0,1,0,2,5
1,10000,600,0,1,0,1,1,0,1,0,3,4
1,8000,600,0,1,0,1,1,0,0,1,2,4
1,6000,600,0,1,0,1,1,0,0,1,1,4
3,21000,1250,0,2,0,1,1,0,1,0,0,1
3,25000,2000,0,3,0,1,1,0,1,0,1,1
2,8500,532,0,1,1,0,0,0,0,1,1,2
2,13000,1000,0,2,0,1,1,0,0,1,1,4
1,5000,150,0,1,0,1,1,0,0,1,2,3
1,7500,500,0,1,0,1,1,0,1,0,1,4
1,13900,600,0,1,1,0,1,0,1,0,1,4
2,15000,1100,0,2,1,0,0,0,0,0,3,3
3,30000,1500,0,3,1,0,1,0,1,0,4,4
2,13000,500,0,1,1,0,0,0,1,0,2,5
1,7700,600,0,1,1,0,1,0,1,0,1,2
2,25000,1200,0,1,0,1,1,0,0,1,5,12
2,17000,1100,0,2,0,1,1,0,1,0,1,4
3,39000,1550,0,3,1,0,1,0,1,0,1,13
2,18000,1050,0,2,1,0,1,0,1,0,1,3
1,15000,500,0,1,0,1,1,0,1,0,1,2
2,28000,1500,0,2,0,1,1,0,1,0,1,4
2,17500,1150,0,2,1,0,0,1,1,0,3,4
4,75000,2000,0,3,0,1,1,0,0,0,0,2
2,14000,110,0,1,1,0,1,0,1,0,1,2
1,9000,500,0,1,0,1,1,0,1,0,3,4
3,20000,1465,0,3,0,1,1,0,1,0,2,4
2,12000,940,0,2,1,0,1,0,1,0,2,5
2,12000,850,0,1,0,1,1,0,1,0,0,4
2,24000,990,0,2,1,0,1,0,0,0,14,30
2,12000,750,0,2,0,1,1,0,1,0,0,3
1,10000,500,0,1,0,1,1,0,1,0,2,3
3,24000,1430,0,2,0,1,1,0,1,0,2,3
1,9000,600,0,1,1,0,0,1,1,0,3,4
2,12000,900,0,1,1,0,1,0,1,0,1,2
2,11000,1100,0,2,0,1,1,0,1,0,0,2
2,15000,900,0,1,1,0,1,0,1,0,1,3
1,5500,600,0,1,0,1,1,0,1,0,2,3
2,18000,1000,0,2,1,0,0,1,1,0,0,4
2,42000,1150,0,2,1,0,0,0,0,0,2,4
2,18000,1250,0,2,0,1,1,0,1,0,1,4
2,15000,1000,0,2,0,1,1,0,1,0,1,4
1,6000,500,0,1,0,1,1,0,1,0,2,3
3,30000,2000,0,3,0,1,1,0,1,0,1,1
2,12000,850,0,2,0,1,1,0,1,0,0,2
2,10000,990,0,2,1,0,1,0,1,0,0,2
2,9500,850,0,1,1,0,0,0,1,0,1,2
2,16000,1000,0,2,0,1,1,0,1,0,4,5
2,9500,650,0,2,0,1,1,0,1,0,4,5
1,6500,400,0,1,1,0,1,0,1,0,2,2
2,13500,1000,0,2,1,0,1,0,1,0,2,2
2,25000,1350,0,2,0,1,1,0,1,0,12,13
2,9500,600,0,2,0,1,1,0,1,0,2,3
4,190000,4000,0,5,0,1,1,0,0,0,0,2
2,90000,950,0,2,1,0,1,0,0,1,4,5
2,24000,777,0,2,1,0,0,1,1,0,4,8
3,15000,1200,0,2,1,0,1,0,1,0,2,4
2,22000,1600,0,3,0,1,1,0,0,0,0,2
3,34000,1500,0,3,1,0,0,0,1,0,14,20
2,12500,570,0,2,0,1,1,0,1,0,1,3
3,28000,1800,0,3,1,0,1,0,1,0,18,19
2,12000,1100,0,1,0,1,1,0,1,0,1,3
1,8000,400,0,1,0,1,1,0,0,1,0,2
1,7500,750,0,1,1,0,1,0,1,0,1,1
2,34000,1400,0,2,1,0,0,0,0,0,5,5
3,32000,1789,0,3,0,1,0,1,1,0,8,13
2,14500,650,0,1,1,0,1,0,1,0,1,2
2,16000,1200,0,2,0,1,1,0,1,0,2,4
1,7500,460,0,1,0,1,1,0,1,0,3,4
2,7500,500,0,1,1,0,1,0,1,0,1,2
2,19500,1080,0,2,1,0,0,1,1,0,0,2
3,75000,2000,0,2,1,0,0,0,0,0,1,5
2,16500,1100,0,2,0,1,1,0,1,0,2,3
2,14500,1025,0,2,0,1,0,0,0,1,8,9
2,16000,650,0,2,1,0,1,0,0,1,0,3
2,8000,800,0,1,0,1,1,0,1,0,1,3
3,280000,2800,0,3,1,0,1,0,0,0,6,30
2,21000,1100,0,2,1,0,0,0,0,0,3,4
3,30000,1300,0,3,1,0,0,0,1,0,2,4
3,65000,2000,0,3,0,1,0,0,1,0,3,6
3,180000,2500,0,3,1,0,0,0,0,1,4,8
2,10000,600,0,2,0,1,1,0,1,0,2,4
2,12000,630,0,2,0,1,1,0,0,0,3,5
2,9000,550,0,2,0,1,1,0,0,1,0,2
2,22000,1025,0,2,0,1,0,1,1,0,3,3
1,10000,500,0,1,1,0,0,0,1,0,1,4
3,48000,1286,0,3,1,0,0,0,1,0,8,16
1,11000,800,0,1,0,1,1,0,1,0,0,4
2,11000,900,0,2,0,1,1,0,1,0,1,3
3,40000,1618,0,3,0,1,1,0,1,0,2,4
1,10000,500,0,1,0,1,1,0,1,0,2,5
1,6500,450,0,1,1,0,1,0,1,0,0,2
2,18000,850,0,2,0,1,1,0,1,0,3,4
3,22000,1374,0,2,0,1,0,1,1,0,0,16
3,28000,1600,0,3,0,1,1,0,1,0,2,4
1,6200,400,0,1,0,1,1,0,1,0,2,3
3,110000,1500,0,3,1,0,1,0,0,0,6,16
2,5500,800,0,1,0,1,1,0,0,1,1,4
3,50000,1580,0,3,1,0,0,0,0,1,3,3
2,12000,700,0,1,1,0,1,0,1,0,0,2
2,11500,700,0,1,0,1,1,0,1,0,0,2
1,16000,550,0,1,1,0,1,0,1,0,1,7
1,11000,450,0,1,1,0,1,0,1,0,4,4
4,150000,4550,0,5,0,1,0,1,1,0,3,5
1,9000,400,0,1,0,1,0,0,1,0,1,1
1,6000,650,0,1,0,1,1,0,1,0,0,3
2,12000,700,0,2,0,1,1,0,1,0,1,4
2,16000,1333,0,2,0,1,0,0,0,1,2,4
3,35000,1500,0,2,1,0,1,0,1,0,1,4
1,9000,425,0,1,1,0,1,0,1,0,2,5
1,8000,300,0,1,0,1,1,0,0,1,0,3
2,13500,650,0,2,1,0,0,1,0,1,2,3
2,14000,800,0,2,0,1,0,1,1,0,0,2
2,14000,1200,0,2,1,0,0,1,1,0,2,3
1,4700,500,0,1,0,1,1,0,0,1,1,4
2,17000,1000,0,2,0,1,1,0,1,0,3,4
2,11000,600,0,2,0,1,1,0,1,0,1,3
1,12000,600,0,1,0,1,1,0,1,0,2,3
3,30000,1875,0,2,0,1,1,0,1,0,3,3
2,12000,1000,0,2,0,1,1,0,1,0,0,4
3,21000,1300,0,2,0,1,1,0,0,0,3,3
1,6000,350,0,1,0,1,1,0,0,1,3,4
2,18500,900,0,2,0,1,1,0,0,1,2,3
1,4750,200,0,1,1,0,1,0,1,0,2,2
2,15000,700,0,2,0,1,1,0,1,0,1,5
2,17600,1000,0,2,1,0,0,0,1,0,1,4
3,35000,1700,0,3,1,0,1,0,1,0,10,13
2,8000,600,0,1,0,1,1,0,1,0,2,3
1,7000,650,0,1,0,1,1,0,1,0,2,5
2,15000,750,0,1,0,1,1,0,1,0,0,2
3,30000,1750,0,3,0,1,1,0,1,0,1,3
3,100000,1950,0,3,1,0,1,0,1,0,3,3
2,18000,1065,0,2,1,0,1,0,1,0,2,5
2,8000,600,0,1,0,1,1,0,1,0,0,1
2,9000,600,0,1,0,1,1,0,1,0,2,4
1,6000,500,0,1,0,1,1,0,0,1,0,2
2,7500,600,0,1,0,1,1,0,1,0,0,2
1,15000,600,0,1,1,0,1,0,1,0,5,5
2,10000,900,0,1,1,0,1,0,1,0,1,1
2,14000,500,0,2,0,1,1,0,1,0,0,3
1,7000,600,0,1,0,1,1,0,0,1,2,3
3,60000,1710,0,3,1,0,1,0,0,1,6,18
1,6000,600,0,1,0,1,0,0,0,1,3,4
3,17000,1100,0,2,1,0,1,0,1,0,1,3
2,15000,920,0,2,0,1,1,0,1,0,4,4
1,8200,750,0,1,0,1,1,0,1,0,2,4
1,8500,300,0,1,0,1,1,0,1,0,2,3
3,20000,1660,0,2,1,0,1,0,1,0,1,3
1,8000,400,0,1,0,1,1,0,1,0,2,3
2,20000,300,0,1,0,1,1,0,1,0,1,3
1,11500,300,0,1,1,0,0,0,0,1,1,2
3,30000,2000,0,2,1,0,1,0,0,0,3,3
3,22000,1200,0,3,1,0,0,0,1,0,4,4
1,6500,300,0,1,0,1,1,0,1,0,2,3
1,6500,700,0,1,0,1,1,0,0,1,0,1
2,16000,850,0,3,0,1,1,0,1,0,0,2
1,24000,700,0,1,1,0,1,0,0,0,7,7
1,15000,455,0,1,1,0,1,0,1,0,2,4
2,18000,1000,0,2,1,0,1,0,1,0,0,4
1,8500,600,0,1,0,1,1,0,1,0,1,2
1,4000,250,0,1,0,1,1,0,0,1,0,2
1,5000,400,0,1,0,1,1,0,0,1,1,2
2,22000,1200,0,2,1,0,1,0,1,0,3,5
1,12000,500,0,1,1,0,0,0,1,0,2,5
1,9000,350,0,1,0,1,1,0,0,1,2,3
2,7500,1100,0,2,0,1,1,0,1,0,0,3
2,30000,1650,0,3,0,1,1,0,0,1,2,3
4,14000,1000,0,2,0,1,1,0,1,0,0,4
2,9250,500,0,1,0,1,1,0,1,0,2,3
1,13000,700,0,2,0,1,1,0,1,0,1,5
2,12000,1200,0,2,0,1,1,0,0,1,0,5
1,12000,600,0,1,0,1,1,0,0,1,1,2
2,10000,925,0,2,0,1,1,0,0,1,2,5
3,60000,2400,0,3,1,0,0,0,1,0,0,8
3,35000,1500,0,3,1,0,1,0,1,0,1,9
2,12000,600,0,2,0,1,1,0,0,1,0,4
1,14000,435,0,1,1,0,1,0,1,0,3,5
1,8000,650,0,1,1,0,1,0,1,0,0,1
2,11000,700,0,2,1,0,1,0,1,0,0,2
2,20000,890,0,2,1,0,1,0,1,0,5,12
1,12500,600,0,1,0,1,1,0,0,0,3,4
2,35000,1250,0,2,1,0,1,0,1,0,3,4
3,26000,1350,0,2,1,0,1,0,1,0,2,5
3,85000,2600,0,4,1,0,0,1,1,0,8,18
1,14000,440,0,1,1,0,1,0,1,0,2,5
2,22000,1150,0,2,1,0,1,0,1,0,1,4
1,7000,450,0,1,0,1,1,0,1,0,2,4
2,16000,1150,0,2,0,1,1,0,0,0,3,5
2,11000,600,0,1,1,0,0,0,0,1,2,5
2,20000,980,0,2,1,0,0,1,1,0,4,12
3,60000,1850,0,3,1,0,1,0,0,0,3,3
2,5000,625,0,2,1,0,1,0,1,0,1,3
1,4000,100,0,2,0,1,1,0,1,0,2,3
2,15000,1200,0,1,1,0,1,0,1,0,1,1
3,18000,1200,0,2,1,0,1,0,1,0,0,4
2,12000,1080,0,1,1,0,0,0,1,0,1,2
1,8500,700,0,1,0,1,1,0,1,0,1,3
2,11000,800,0,2,0,1,1,0,0,1,0,1
3,42000,1880,0,2,0,1,0,1,1,0,14,14
2,25000,1305,0,2,0,1,1,0,1,0,1,8
1,8500,600,0,1,0,1,1,0,1,0,3,5
2,12500,950,0,2,0,1,1,0,1,0,2,8
2,18000,1188,0,2,0,1,1,0,0,1,0,4
1,6000,500,0,1,0,1,1,0,0,1,2,3
2,9000,875,0,2,0,1,1,0,1,0,0,1
3,54000,2100,0,3,1,0,0,0,0,1,3,4
3,22000,1200,0,2,0,1,1,0,0,0,2,4
3,120000,2390,0,3,0,1,1,0,1,0,3,17
1,7000,600,0,1,0,1,1,0,1,0,1,3
2,28000,1150,0,2,1,0,0,1,1,0,1,2
3,55000,1788,0,3,1,0,0,1,1,0,0,1
2,19000,1250,0,2,0,1,1,0,1,0,3,3
1,11000,600,0,1,1,0,1,0,1,0,4,5
3,18000,1600,0,2,0,1,1,0,1,0,2,4
3,70000,1520,0,4,1,0,1,0,1,0,23,25
1,12000,550,0,1,1,0,0,0,1,0,1,3
2,18000,1100,0,2,0,1,1,0,1,0,2,4
2,30000,1100,0,2,1,0,1,0,1,0,2,5
2,10000,1100,0,2,0,1,1,0,1,0,0,3
1,6000,400,0,1,0,1,1,0,0,1,1,3
1,4500,300,0,1,0,1,1,0,1,0,3,3
1,8000,500,0,1,0,1,1,0,1,0,0,3
2,20000,1100,0,2,1,0,0,0,0,0,3,4
2,17500,1000,0,2,1,0,0,1,0,1,1,3
2,22000,850,0,2,0,1,1,0,1,0,0,4
2,17000,1020,0,2,0,1,1,0,1,0,2,5
2,22000,1250,0,2,0,1,0,0,0,1,1,1
3,24000,1400,0,3,0,1,1,0,1,0,2,4
1,12000,600,0,1,0,1,1,0,0,1,1,3
1,4500,200,0,1,0,1,1,0,0,1,4,5
1,5000,300,0,1,0,1,1,0,0,1,0,3
1,6000,400,0,1,0,1,1,0,0,0,1,3
1,11000,450,0,1,0,1,1,0,1,0,3,4
2,20000,1180,0,2,0,1,1,0,1,0,1,4
3,35000,1460,0,3,1,0,0,0,0,1,6,12
3,24000,1464,0,3,1,0,1,0,1,0,2,5
2,10000,700,0,2,1,0,0,0,1,0,0,3
2,16000,680,0,2,1,0,1,0,1,0,1,10
3,100000,2750,0,4,1,0,0,0,1,0,5,9
2,14000,800,0,1,0,1,1,0,1,0,0,2
2,7500,600,0,1,1,0,0,0,0,1,3,4
3,16000,1200,0,3,1,0,0,0,0,1,1,4
4,65000,3200,0,3,1,0,1,0,1,0,18,19
2,18000,1800,0,2,0,1,1,0,1,0,1,3
1,8000,500,0,1,0,1,1,0,0,0,2,2
2,11000,1200,0,2,0,1,1,0,0,1,0,2
1,8000,750,0,1,0,1,1,0,0,1,1,3
1,13000,700,0,2,0,1,1,0,1,0,1,5
2,30000,1000,0,2,1,0,0,0,0,1,12,23
2,14000,800,2,2,0,1,1,0,1,0,1,3
1,20000,200,2,1,0,1,0,0,0,0,0,2
3,80000,1800,2,3,1,0,1,0,1,0,1,3
1,9500,400,2,1,1,0,1,0,0,1,2,4
3,14000,600,2,3,1,0,0,0,0,1,2,4
3,65000,1550,2,3,1,0,0,0,1,0,1,3
2,18500,650,2,2,1,0,0,0,0,1,2,4
2,40000,850,2,2,1,0,1,0,0,1,2,4
4,90000,2000,2,4,1,0,0,0,0,1,0,4
1,3500,180,2,1,0,1,1,0,0,1,0,2
3,25000,140,2,2,1,0,0,0,1,0,0,3
1,9000,450,2,1,1,0,1,0,1,0,1,4
3,90000,2500,2,3,1,0,1,0,1,0,1,3
1,22000,720,2,1,1,0,1,0,0,1,3,3
2,12000,400,2,1,1,0,0,0,0,1,2,4
2,11000,450,2,1,1,0,0,0,0,1,1,4
1,20000,250,2,1,1,0,1,0,1,0,1,1
4,260000,3000,2,5,0,1,1,0,1,0,4,4
2,11000,550,2,2,1,0,0,0,0,1,3,5
2,10000,450,2,1,1,0,1,0,0,1,3,4
3,60000,2500,2,3,1,0,0,0,0,1,2,3
4,350000,800,2,4,0,1,1,0,0,1,1,4
2,16000,100,2,2,0,1,0,0,0,1,3,3
1,16000,400,2,1,1,0,0,0,0,0,2,3
2,12000,750,2,2,1,0,0,0,1,0,1,3
1,8000,400,2,1,1,0,1,0,1,0,1,4
3,14000,1100,2,2,1,0,1,0,1,0,0,3
1,14900,450,2,1,1,0,1,0,0,0,0,5
2,15000,850,2,2,1,0,1,0,0,1,3,3
3,10000,600,2,1,1,0,1,0,1,0,3,4
2,40000,750,2,2,1,0,1,0,0,1,1,4
1,9000,500,2,1,1,0,0,0,1,0,1,4
1,7000,350,2,1,1,0,1,0,1,0,2,4
2,13500,623,2,1,1,0,1,0,0,0,2,3
3,95000,2400,2,3,1,0,0,0,1,0,3,4
1,20000,75,2,1,1,0,1,0,0,1,2,4
2,7500,450,2,1,1,0,1,0,1,0,1,5
2,9000,445,2,2,1,0,1,0,0,1,4,4
3,80000,300,2,3,1,0,0,0,0,0,1,3
3,50000,1670,2,3,0,1,1,0,1,0,3,4
1,13000,550,2,1,1,0,0,0,1,0,1,4
1,12000,350,2,1,1,0,0,0,1,0,4,4
2,16000,650,2,2,1,0,1,0,1,0,2,4
2,13000,70,2,1,0,1,1,0,1,0,1,3
2,29000,100,2,2,1,0,1,0,1,0,1,3
3,18000,800,2,1,0,1,1,0,0,1,2,3
2,8500,60,2,1,0,1,1,0,0,1,2,2
3,27000,2000,2,2,1,0,1,0,1,0,1,3
2,18000,600,2,2,1,0,1,0,0,1,1,4
1,11500,450,2,1,1,0,0,0,1,0,3,4
2,80000,2200,2,3,1,0,0,0,0,1,1,4
2,15500,600,2,2,1,0,0,0,0,1,1,4
4,55000,2000,2,3,1,0,1,0,1,0,2,4
2,20000,800,2,2,0,1,1,0,1,0,3,4
3,35000,170,2,2,1,0,1,0,0,1,4,4
2,38000,150,2,2,1,0,1,0,0,1,0,4
2,16000,650,2,2,1,0,1,0,0,1,3,4
3,50000,1250,2,3,1,0,1,0,1,0,2,4
1,9500,600,2,2,0,1,1,0,1,0,2,4
4,90000,2100,2,4,1,0,1,0,1,0,3,3
1,10000,450,2,1,0,1,0,0,0,1,3,4
2,25000,100,2,2,1,0,0,0,0,1,2,4
1,30000,650,2,1,0,1,1,0,0,0,3,4
2,12000,48,2,2,0,1,1,0,0,1,1,3
2,16500,550,2,2,1,0,1,0,1,0,4,4
1,4500,240,2,1,0,1,1,0,0,1,1,2
2,30000,700,2,2,1,0,0,0,1,0,3,3
1,12000,48,2,1,0,1,1,0,1,0,1,2
2,23000,100,2,2,0,1,1,0,0,1,0,3
3,70000,1901,2,3,0,1,1,0,1,0,9,11
1,5500,50,2,1,1,0,1,0,0,1,1,4
3,35000,1300,2,3,1,0,0,0,1,0,3,4
2,9000,145,2,2,0,1,1,0,0,1,1,3
2,22000,800,2,3,1,0,1,0,0,1,2,3
3,35000,1100,2,4,0,1,1,0,1,0,1,3
1,12000,450,2,1,0,1,1,0,1,0,2,2
2,6000,300,2,1,1,0,1,0,0,1,3,4
2,22000,1040,2,3,1,0,0,0,1,0,1,2
1,5000,25,2,1,1,0,1,0,0,1,2,5
2,20500,900,2,2,0,1,1,0,1,0,0,9
2,7500,1100,2,1,0,1,1,0,0,1,3,4
2,5500,380,2,2,0,1,1,0,0,1,1,1
3,25000,450,2,2,1,0,0,0,1,0,2,2
1,13000,550,2,1,1,0,0,0,1,0,3,4
1,5000,180,2,1,0,1,1,0,1,0,0,3
3,40000,1650,2,2,1,0,1,0,1,0,1,3
1,12500,250,2,1,0,1,1,0,0,0,1,5
1,6000,400,2,1,1,0,1,0,0,1,0,5
2,15500,900,2,2,1,0,1,0,1,0,0,3
3,75000,1900,2,3,0,1,1,0,0,0,2,3
3,36000,892,2,2,1,0,1,0,0,1,2,4
1,13000,400,2,1,1,0,0,0,1,0,0,4
3,45000,100,2,2,1,0,0,0,0,1,1,2
2,2000,60,2,1,0,1,1,0,0,1,1,1
2,28000,80,2,2,0,1,1,0,1,0,1,5
2,9000,450,2,1,1,0,1,0,1,0,2,4
1,12000,520,2,1,1,0,1,0,1,0,3,4
1,13000,350,2,1,0,1,1,0,0,0,1,5
2,11000,600,2,2,1,0,0,0,1,0,2,3
3,35000,950,2,2,1,0,0,0,0,0,1,4
2,10000,450,2,1,1,0,1,0,1,0,1,4
1,20000,450,2,1,1,0,0,0,1,0,1,4
2,25000,850,2,2,1,0,0,0,1,0,2,4
1,8000,200,2,1,1,0,0,0,0,1,3,4
4,150000,3000,2,4,1,0,1,0,1,0,1,4
3,36000,1500,2,3,1,0,1,0,1,0,2,3
2,12000,700,2,2,0,1,1,0,0,1,0,4
1,8500,530,2,1,0,1,1,0,0,1,0,3
3,17000,800,2,2,1,0,0,0,0,1,2,4
1,7500,45,2,1,0,1,1,0,1,0,1,5
1,16000,900,2,1,0,1,1,0,0,0,3,4
1,9000,450,2,1,0,1,1,0,0,1,1,4
2,8000,650,2,1,0,1,1,0,0,1,1,4
2,45000,900,2,2,0,1,1,0,0,0,2,4
2,27000,900,2,2,1,0,1,0,0,0,4,4
2,14000,120,2,2,0,1,1,0,1,0,1,4
2,14000,600,2,2,1,0,0,0,0,1,2,4
2,14000,615,2,2,1,0,1,0,0,1,2,4
1,7500,225,2,1,1,0,1,0,1,0,0,2
1,10000,800,2,1,1,0,0,0,0,1,1,4
1,7000,400,2,1,1,0,0,0,1,0,4,4
1,25000,800,2,2,0,1,1,0,0,0,4,5
2,9000,60,2,1,0,1,1,0,1,0,1,3
3,22000,1000,2,2,0,1,1,0,0,1,1,24
3,10000,75,2,1,0,1,1,0,0,1,4,5
3,11000,800,2,2,0,1,1,0,0,1,1,4
1,12500,200,2,1,0,1,1,0,0,0,3,3
3,15000,800,2,2,1,0,0,0,0,1,2,4
2,35000,80,2,2,0,1,1,0,0,1,1,3
2,35000,900,2,2,0,1,0,1,0,1,2,4
2,52000,1125,2,2,0,1,1,0,0,0,2,5
3,15000,900,2,2,0,1,1,0,0,1,3,4
2,32000,1100,2,2,1,0,0,0,0,1,3,3
1,11500,400,2,1,1,0,1,0,0,1,2,4
3,45000,713,2,3,1,0,1,0,0,0,1,1
2,16000,700,2,1,1,0,0,0,0,1,4,4
2,20000,1000,2,2,1,0,1,0,1,0,2,3
1,7000,54,2,1,0,1,1,0,1,0,3,5
3,85000,200,2,3,1,0,0,0,0,1,3,3
1,15000,200,2,1,0,1,1,0,0,0,4,4
2,22000,800,2,2,0,1,1,0,0,0,3,3
2,32000,1000,2,2,0,1,1,0,0,1,1,3
2,20000,500,2,2,1,0,0,0,1,0,4,4
1,35000,300,2,1,0,1,1,0,1,0,3,5
2,35000,900,2,2,1,0,1,0,0,1,0,4
3,65000,240,2,3,1,0,1,0,0,1,1,4
2,15000,650,2,2,1,0,1,0,1,0,0,3
3,12000,950,2,2,1,0,0,0,1,0,3,5
1,8000,500,2,1,0,1,1,0,1,0,0,3
1,11000,500,2,1,0,1,1,0,1,0,2,5
2,12000,450,2,2,0,1,1,0,1,0,4,4
